iter	MultiClass
140	0.2008895731
141	0.1997347444
142	0.1981819864
143	0.1968160539
144	0.1953305055
145	0.1933834779
146	0.1916962722
147	0.1906191499
148	0.1890474008
149	0.1878096672
150	0.1862395206
151	0.1848935689
152	0.1834232993
153	0.1821307167
154	0.1810862454
155	0.1797103254
156	0.1784322703
157	0.1770849182
158	0.1758461151
159	0.1744196299
160	0.1731534543
161	0.1721479858
162	0.1711160124
163	0.1696685958
164	0.1688745057
165	0.1678447928
166	0.1666366351
167	0.1654729681
168	0.1639433843
169	0.1627666611
170	0.1618472046
171	0.1609936132
172	0.1593273602
173	0.1585364
174	0.1570272656
175	0.1561295879
176	0.1546886676
177	0.1535029711
178	0.1522315103
179	0.1516526792
180	0.1504299685
181	0.149634634
182	0.1487452746
183	0.1480546969
184	0.1473716967
185	0.1463396952
186	0.1456016204
187	0.1444429951
188	0.1437534285
189	0.142986065
190	0.1421204595
191	0.1410063712
192	0.1397501682
193	0.1388890307
194	0.137787516
195	0.1367083717
196	0.1358887498
197	0.1348179449
198	0.1338236489
199	0.133063419
200	0.1322703732
201	0.1313400125
202	0.1305585375
203	0.1298723802
204	0.1290014208
205	0.1281380796
206	0.1272489768
207	0.126368901
208	0.1258337103
209	0.1250601571
210	0.1240717942
211	0.1235823377
212	0.1228486094
213	0.1218260526
214	0.1212148321
215	0.1202150501
216	0.1199692708
217	0.1190597183
218	0.1183248896
219	0.1177786388
220	0.1171911079
221	0.1166336472
222	0.1159611613
223	0.1152628774
224	0.1145113833
225	0.1140395605
226	0.1136206916
227	0.1131254523
228	0.1127552688
229	0.112109709
230	0.1115025912
231	0.1108407037
232	0.1103374325
233	0.1094329748
234	0.1091528984
235	0.1084583687
236	0.107961674
237	0.107173523
238	0.1065865383
239	0.1059694294
240	0.1052473698
241	0.1049555184
242	0.1045050736
243	0.104017583
244	0.1036348434
245	0.1030415222
246	0.10256939
247	0.1018557647
248	0.1013852086
249	0.1008011238
250	0.1005124218
251	0.1003533151
252	0.09981728957
253	0.09929655012
254	0.09869267585
255	0.09838745321
256	0.09772312436
257	0.09708165625
258	0.09677612108
259	0.09629136812
260	0.09581664333
261	0.09544740586
262	0.09479579721
263	0.09424414697
264	0.09378037306
265	0.09342441697
266	0.09279455662
267	0.09206912811
268	0.09155174009
269	0.09087538586
270	0.09036299141
271	0.08973986632
272	0.08943599718
273	0.08888803209
274	0.08833464912
275	0.08791331409
276	0.08755103547
277	0.08703138326
278	0.08646241966
279	0.08613357893
280	0.08539859651
281	0.08499254142
282	0.08461860734
283	0.08424733394
284	0.08368561697
285	0.08322814129
286	0.08289204145
287	0.08243102963
288	0.08197608968
289	0.08152142718
290	0.08113101607
291	0.08078004197
292	0.08030843566
293	0.07990707738
294	0.07966278181
295	0.07941030223
296	0.07900786454
297	0.07871318155
298	0.07834366527
299	0.07795297596
300	0.07765912422
301	0.07742014702
302	0.07698957408
303	0.07651954786
304	0.07614397329
305	0.07601610534
306	0.07568675983
307	0.07542904716
308	0.07530868073
309	0.07496751572
310	0.07455937473
311	0.07416908778
312	0.07377191519
313	0.07346152372
314	0.0731794038
315	0.07287912957
316	0.07257318511
317	0.0723334205
318	0.07197834577
319	0.07175261873
320	0.07145239816
321	0.07122762724
322	0.07084173474
323	0.07044163502
324	0.07029260849
325	0.06987527938
326	0.06964962713
327	0.06931511948
328	0.06906173702
329	0.06870515374
330	0.06853589913
331	0.0682670481
332	0.06805658792
333	0.06776557538
334	0.06763932626
335	0.06745110663
336	0.06711339862
337	0.06686691099
338	0.0666403823
339	0.06643287855
340	0.0661974341
341	0.06587742571
342	0.06563229825
343	0.06540916076
344	0.06524576397
345	0.0650582276
346	0.06492348581
347	0.06463940277
348	0.06446796868
349	0.06422514765
350	0.064029602
351	0.06372568636
352	0.06353957904
353	0.06327367297
354	0.06298205377
355	0.06285179672
356	0.06253693262
357	0.06228825904
358	0.06201266421
359	0.06170641764
360	0.06142161693
361	0.06127066728
362	0.06103801255
363	0.06075212806
364	0.06050473264
365	0.06025722744
366	0.06011383749
367	0.05995075053
368	0.05969715695
369	0.05945600176
370	0.05928726541
371	0.05908869553
372	0.05889636067
373	0.05864025243
374	0.05842774373
375	0.05825452151
376	0.05799069943
377	0.05781145466
378	0.0576872721
379	0.05746843547
380	0.05730901565
381	0.05708945954
382	0.0568873414
383	0.05669090996
384	0.05653811386
385	0.05633659454
386	0.05614544611
387	0.05592472902
388	0.05570318597
389	0.05552340254
390	0.05531721152
391	0.05511839065
392	0.05480458836
393	0.05468795534
394	0.0545468574
395	0.05434777901
396	0.05420393108
397	0.05401405581
398	0.05378383541
399	0.05361112585
400	0.05344344169
401	0.05323124456
402	0.05306970737
403	0.05287653177
404	0.05265226145
405	0.05246684412
406	0.0523578702
407	0.05217533236
408	0.05203431758
409	0.05193832854
410	0.05185538523
411	0.05169293285
412	0.05147523939
413	0.05129506167
414	0.05109288669
415	0.05096277575
416	0.05073698362
417	0.05058466822
418	0.05039810374
419	0.05023431915
420	0.05010883561
421	0.04991069458
422	0.04980564978
423	0.04954766793
424	0.04944263446
425	0.04927334566
426	0.04907395084
427	0.04890103981
428	0.04873630937
429	0.04859478241
430	0.04843692828
431	0.04827396769
432	0.04809900615
433	0.04795755851
434	0.04779900289
435	0.04760910142
436	0.04745666606
437	0.04734255838
438	0.04717518596
439	0.04702198946
440	0.0468861747
441	0.04679079055
442	0.04660354835
443	0.04649346521
444	0.04633899326
445	0.04620678824
446	0.04608696392
447	0.04595275704
448	0.04582785041
449	0.04569139409
450	0.04558118141
451	0.04545302637
452	0.04530326202
453	0.04515323404
454	0.04494843327
455	0.04477596962
456	0.04470099253
457	0.04458470412
458	0.04449208806
459	0.04439724631
460	0.04423198645
461	0.04411396538
462	0.04401224465
463	0.04393309424
464	0.0438136679
465	0.04367046988
466	0.04352802024
467	0.0434209269
468	0.04329713582
469	0.04317607321
470	0.04309139288
471	0.04296048181
472	0.04283173216
473	0.04271696365
474	0.04258477672
475	0.04252681684
476	0.04240104893
477	0.04229852379
478	0.04218434289
479	0.04205517586
480	0.04187070279
481	0.04176014304
482	0.04164160021
483	0.04153040522
484	0.04141496782
485	0.04127794321
486	0.04117473123
487	0.04108783245
488	0.04095765276
489	0.04085610545
490	0.04068325615
491	0.0405323345
492	0.04041520015
493	0.04036035616
494	0.04025700382
495	0.04013815824
496	0.04009893539
497	0.0400229523
498	0.03986104209
499	0.03972379379
500	0.0396083533
501	0.03954104317
502	0.03944887305
503	0.03932557791
504	0.03922679094
505	0.03910916027
506	0.03899183139
507	0.03885410417
508	0.0387728884
509	0.03865846271
510	0.03857582759
511	0.03849353504
512	0.0384039513
513	0.03828583906
514	0.03818926853
515	0.03807771298
516	0.03794919479
517	0.03786029014
518	0.03773118251
519	0.03763742781
520	0.03752860056
521	0.0374068189
522	0.03732901575
523	0.0372434944
524	0.03719915054
525	0.03707392963
526	0.03697086557
527	0.03688060661
528	0.03677225206
529	0.0367088205
530	0.03661813875
531	0.03649900459
532	0.03642729397
533	0.03631881886
534	0.03622942562
535	0.03616483963
536	0.03608151397
537	0.03593868242
538	0.0359137009
539	0.03583599799
540	0.03571185859
541	0.03560142322
542	0.03547122471
543	0.03539115795
544	0.03531229263
545	0.03525478511
546	0.03520730536
547	0.03510436573
548	0.03499009434
549	0.03490478586
550	0.03483993315
551	0.03476605775
552	0.03469005254
553	0.03458672536
554	0.03450052808
555	0.03445759611
556	0.03438529433
557	0.0343032219
558	0.03419236773
559	0.03414203617
560	0.03407008568
561	0.0340154337
562	0.03394455538
563	0.03384857947
564	0.03375384358
565	0.03368297725
566	0.0336083409
567	0.03353821962
568	0.03347936215
569	0.03340516195
570	0.03331984097
571	0.03323474162
572	0.03311940528
573	0.03305694675
574	0.03299476955
575	0.0329026773
576	0.03284472153
577	0.03275381326
578	0.03266243297
579	0.03258975646
580	0.03249134738
581	0.03240232156
582	0.03231871779
583	0.03224025487
584	0.03215128464
585	0.03207700122
586	0.03200878596
587	0.03194370843
588	0.03183722321
589	0.0317642032
590	0.03168322954
591	0.03162571413
592	0.03159912926
593	0.03148942912
594	0.03140742727
595	0.03133928148
596	0.03126523449
597	0.03120111412
598	0.03112516654
599	0.03103781167
600	0.03095388954
601	0.03085125556
602	0.03077364273
603	0.03073602491
604	0.03067157725
605	0.03059423608
606	0.03055570528
607	0.03046379244
608	0.03041159627
609	0.0303394356
610	0.03024607432
611	0.03021626892
612	0.03014550775
613	0.03007741771
614	0.0300159885
615	0.02996494177
616	0.02991950307
617	0.02985911285
618	0.02979732884
619	0.02972268869
620	0.02965864495
621	0.02962339339
622	0.02954043444
623	0.02948580944
624	0.02943230837
625	0.02937167071
626	0.02928348
627	0.02922428035
628	0.0291689649
629	0.02909917506
630	0.02904285959
631	0.02899051292
632	0.02893186917
633	0.02889198663
634	0.02881534513
635	0.0287627417
636	0.02870909157
637	0.02865865098
638	0.02860489814
639	0.02854357924
640	0.02850357024
641	0.0284475615
642	0.02837805872
643	0.02832253585
644	0.02827223161
645	0.02821240692
646	0.02814695877
647	0.0280759551
648	0.02801490561
649	0.02797357896
650	0.02790341353
651	0.02781868625
652	0.02776955731
653	0.02772997197
654	0.02766772146
655	0.02761640602
656	0.02754861925
657	0.02749965611
658	0.02744850509
659	0.027399815
660	0.02733698108
661	0.02728408193
662	0.02722031659
663	0.02717618577
664	0.02711751807
665	0.02707233272
666	0.02701673166
667	0.02698232551
668	0.02694306987
669	0.02690688511
670	0.02684882717
671	0.02679987302
672	0.026727883
673	0.02668439151
674	0.02661081449
675	0.02655752609
676	0.02649837277
677	0.02643030618
678	0.02635739821
679	0.02628946076
680	0.02623773321
681	0.02617650538
682	0.02614081875
683	0.0260760712
684	0.02602539803
685	0.02598648689
686	0.02594527141
687	0.02589936446
688	0.02585013561
689	0.0257728116
690	0.02573566308
691	0.02567850399
692	0.02562949937
693	0.02557316425
694	0.02554380787
695	0.02550223639
696	0.02546152753
697	0.02541402248
698	0.0253620187
699	0.02530798406
700	0.02526722392
701	0.02521958978
702	0.02515737713
703	0.02511510682
704	0.0250540245
705	0.02501740734
706	0.02496709283
707	0.02492639058
708	0.02487877293
709	0.02484973676
710	0.02479868883
711	0.02474613861
712	0.02470114074
713	0.02466060336
714	0.02459877813
715	0.02454588281
716	0.02449519907
717	0.02444771823
718	0.02440840902
719	0.02436352971
720	0.02430992574
721	0.02428927469
722	0.02421647008
723	0.02417764717
724	0.02412385588
725	0.02409040775
726	0.02403596599
727	0.02398957927
728	0.02396493561
729	0.02390727006
730	0.02387399465
731	0.02380718486
732	0.02377873576
733	0.02373494606
734	0.02369230083
735	0.02363738459
736	0.02359701496
737	0.02353881014
738	0.02351378561
739	0.02346099279
740	0.02342194588
741	0.02338746491
742	0.02333087522
743	0.02328844665
744	0.02326531187
745	0.02323889427
746	0.02319901506
747	0.0231686169
748	0.02312484644
749	0.02309377334
750	0.02306083038
751	0.02301034504
752	0.02296288351
753	0.02290792531
754	0.02285813174
755	0.0227975767
756	0.02276496007
757	0.02272427979
758	0.0226960758
759	0.02266004754
760	0.02262270082
761	0.0225808805
762	0.02256329534
763	0.02253339697
764	0.02249771363
765	0.022448868
766	0.02240890328
767	0.02235917972
768	0.02231519944
769	0.02227216769
770	0.02222614458
771	0.02220009914
772	0.02216269928
773	0.02213075856
774	0.02208420276
775	0.02205740757
776	0.02200784562
777	0.02197314406
778	0.02193471269
779	0.02189526864
780	0.02186065904
781	0.02181752491
782	0.02178083739
783	0.02174242818
784	0.02172176568
785	0.0216838867
786	0.02164994731
787	0.02160295229
788	0.02156997824
789	0.02153836042
790	0.02150374339
791	0.0214699139
792	0.02141921128
793	0.02136767579
794	0.02132449495
795	0.02128457647
796	0.02124083941
797	0.02121899046
798	0.02117513823
799	0.02114013404
800	0.02110536598
801	0.0210521624
802	0.02101752005
803	0.02097102116
804	0.02093286379
805	0.02090457189
806	0.02087869054
807	0.02084561137
808	0.02081013113
809	0.02077843069
810	0.02075215474
811	0.02072724718
812	0.02068175505
813	0.02063675838
814	0.02060825125
815	0.02057080494
816	0.02054806283
817	0.02051777054
818	0.02048466922
819	0.02045331476
820	0.02041709858
821	0.02040022955
822	0.02036533102
823	0.02032813848
824	0.02030364651
825	0.02027877843
826	0.02025223537
827	0.02021351436
828	0.02018485086
829	0.02013954605
830	0.02011684845
831	0.02008380122
832	0.02003674389
833	0.02001315661
834	0.0199965233
835	0.01997406843
836	0.0199480765
837	0.01991798938
838	0.0198867277
839	0.01985493785
840	0.01982275459
841	0.01978652497
842	0.01976033073
843	0.01974006591
844	0.01970727727
845	0.01967538697
846	0.01964247807
847	0.01961675386
848	0.01959500018
849	0.01956846678
850	0.01953889717
851	0.01951714803
852	0.01949524941
853	0.0194784244
854	0.01944982596
855	0.01941060693
856	0.01938561581
857	0.01934977367
858	0.01932518746
859	0.01928743352
860	0.01925473512
861	0.01923117795
862	0.01920286348
863	0.01917717542
864	0.01914081928
865	0.01910870193
866	0.01908639001
867	0.01906205107
868	0.01902258726
869	0.01898991072
870	0.01897596059
871	0.01894913863
872	0.01892500157
873	0.01890394482
874	0.01887923848
875	0.01885883311
876	0.01883352006
877	0.01880698932
878	0.01878177292
879	0.01875743125
880	0.01873897978
881	0.01871832134
882	0.01867449111
883	0.01865511193
884	0.0186341258
885	0.01860299354
886	0.01857298064
887	0.01854387776
888	0.01851631356
889	0.01849844633
890	0.01846630431
891	0.01844190757
892	0.01841866947
893	0.01839154001
894	0.01836532459
895	0.01833576357
896	0.01830282338
897	0.01827800507
898	0.01824779433
899	0.0182077907
900	0.01818230078
901	0.0181501523
902	0.01812088789
903	0.01809190496
904	0.01805773891
905	0.01802870933
906	0.01800029588
907	0.01797266729
908	0.01795075852
909	0.01791966021
910	0.01790168751
911	0.01786341762
912	0.01783738708
913	0.01781347226
914	0.01779831844
915	0.01776731137
916	0.01772923672
917	0.01770428575
918	0.01768422248
919	0.01765653535
920	0.01763281254
921	0.01760885572
922	0.01757889963
923	0.01756508056
924	0.01754105511
925	0.0175151126
926	0.01749267201
927	0.01748388028
928	0.01746829976
929	0.01742518352
930	0.01741053961
931	0.01739363252
932	0.01737674193
933	0.01735070996
934	0.01732811598
935	0.01731166479
936	0.01729376477
937	0.01728080987
938	0.0172587871
939	0.01723658539
940	0.01722251559
941	0.01720660669
942	0.01717664908
943	0.01713846318
944	0.01712035995
945	0.01710662358
946	0.01708473321
947	0.0170621166
948	0.01703719221
949	0.01701233652
950	0.01697676789
951	0.01695155212
952	0.01692519518
953	0.01690456791
954	0.01688584682
955	0.01686678187
956	0.01684827476
957	0.01683013164
958	0.01681768862
959	0.01679261578
960	0.01676884342
961	0.01674996957
962	0.01673144386
963	0.01670401836
964	0.01667950448
965	0.01664754439
966	0.01662247902
967	0.01660139639
968	0.01658277321
969	0.01656491879
970	0.01655204961
971	0.01653115986
972	0.01651609349
973	0.01649880096
974	0.01647432908
975	0.01646357569
976	0.01644927845
977	0.01642437006
978	0.01640457794
979	0.01637568004
980	0.01634462287
981	0.01632219512
982	0.01630813538
983	0.01628782891
984	0.01626100614
985	0.01624307121
986	0.01621847296
987	0.01619598319
988	0.01617934795
989	0.01615509247
990	0.016140273
991	0.01611847834
992	0.01609708937
993	0.01605861627
994	0.01604124778
995	0.01602355805
996	0.01599784675
997	0.01597704304
998	0.01595172038
999	0.01592776671
